Id,CompanyName,Address,Address2,City,State,Zip,Phone,Fax,Email,Contact,SalesRepName,PriceList,Discount,PaymentTerms
310770,FLOWERS BY LEENIE,1721 CHIEFSWOOD ROAD,BOX 43,OSHWEKEN,ON,N0A 1M0,519-445-9210,,flowersbyleenie9210@gmail.com,Leenie,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
310772,KEGO CORPORATION,"1064 HARGRIEVE ROAD, UNIT C",,LONDON,ON,N6E 1P5,(905) 936-3580,(905) 936-3585,rcollins@kegocorp.com,R COLLINS,DUANE GIRARDIN,NOGROUPCAD,0,NET 30
310774,WEINSEA LTD,15 NORTHTOWN WAY SUITE 34,,TORONTO,ON,M2N 7A2,(647) 679-3682,,chair-he@hotmail.com,Michelle,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
310776,THE GREEN SPOT HOME AND GARDEN,5025 ORBITOR DRIVE BUILDING 1 SUITE 104,,MISSISSAUGA,ON,L4W 4Y5,(204) 727-5884,,bernie@greenspotbrandon.com,BERNIE WHETTER,DUANE GIRARDIN,DISCOUNT20CAD,20,2% 15 NET 45
310786,GRACE TEXTILE/GRANDE LINENS AND TEXTILE,3200 STEELES AVE WEST #12,,CONCORD,ON,L4K 3B8,(905) 660-8991,(905) 660-5161,michaelmuzzatti@yahoo.com,MICHAEL MUZZATTI,DUANE GIRARDIN,DISCOUNT15CAD,15,Post Dated Cheque 30 on receipt
310789,CALEDON EAST PHARMACY,1-15771 AIRPORT ROAD,,CALEDON EAST,ON,L7C 1K2,(905) 584-2238,(905) 584-0789,peterhanna22@yahoo.ca,PETER HANNA,DUANE GIRARDIN,DISCOUNT20CAD,20,Pre-Auth Card
310793,S AND S FOODS INC,47 HAMPTON STREET EAST,,MACGREGOR,MB,R0H 0R0,(204) 685-2130,,macgregor.grocers@gmail.com,INVOICING,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
310796,TERRY'S TENTS LTD,326 HAMILTON RIVER ROAD,,GOOSE BAY,NL,A0P 1C0,709 896-5000,709 896-5191,info@terrystents.ca,TERRY WHEY,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
310799,DOLLAR DEALZ / 2742348 ONTARIO INC,3918 COTTRELLE BLVD,,BRAMPTON,ON,L6P 2R1,(647) 963-0032,,dollardealz999@gmail.com,LAKHWINDER SRAN,DUANE GIRARDIN,DISCOUNT18CAD,18,Post Dated Cheque 30 on receipt
310802,MAMAWEENONG CONVENIENCE STORE,1204 NORTHSHORE ROAD,,FORT ALEXANDER,MB,R0E 0P0,(204) 367-2253,(204) 367-2268,managermamaweenongs@sagkeeng.ca,SHELLY ACTIMICHUK,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
310816,SUPER THRIFTY PHARMACY - NEEPAWA,SUPER THRIFTY DRUGS CANADA LTD,"381 PARK AVENUE EAST, UNIT F",BRANDON,MB,R7A 7A5,(204) 728-1522,(204) 727-8680,heather.saquet@superthrifty.com,HEATHER SAQUET,DUANE GIRARDIN,NOGROUPCAD,0,NET 30
310820,MacTIER HOME HARDWARE / LTD MUSKOKA INC,15 FRONT STREET,,MacTIER,ON,P0C 1H0,705-375-4663,705-375-0916,jessica.bell@homehardware.ca,Jessica Bell,DUANE GIRARDIN,DISCOUNT15CAD,15,Pre-Auth Card
310829,RX DRUG MART IDA 5008,201 AMBRIDGE DRIVE,,IROQUOIS FALLS,ON,P0K 1G0,705-232-6625,,rxdm5008@rxdm.ca,CHERISH LIEBENOW,DUANE GIRARDIN,NOGROUPCAD,0,NET 30
310832,LOWER MOUNTAIN MERCANTILE / KUDRINKO'S LTD,22 MAIN ST,,WESTPORT,ON,K0G 1X0,613-273-2130,,martha@kudrinkos.ca,MARTHA KUDRINKO,DUANE GIRARDIN,DISCOUNT10CAD,10,ADVANCE PAYMENT
310876,LACLIE PHARMACY INC,2 DIAMOND VALLEY DR.,,ORO-MEDONTE,ON,L0L 2E0,705-325-1111,705-325-8644,lacliepurchasing@gmail.com,ANGELA ENGEL,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
310924,COURSOL DESIGN HOME FURNITURE / COURSOL LEASING INC,278 COURSOL RD,,STURGEON FALLS,ON,P2B 3B7,705-753-0600,,coursoldesign@gmail.com,GASTON COURSOL,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
310988,ANGUS SOBEYS / 2429242 ONTARIO LTD,274 MILL ST,,ANGUS,ON,L3W 0H1,705-424-1588,705-424-6242,alain.lemay@sobeys.com,ALAIN LEMAY,DUANE GIRARDIN,DISCOUNT20CAD,20,NET 30
310991,SHELBURNE FOODLAND / OMARFIA INVESTMENTS INC.,824 OJIBWAY RD,,SHELBURNE,ON,L9V 3X9,519-925-1771,519-925-2493,nehmat.hjaidari@sobeys.com,NEHMAT,DUANE GIRARDIN,DISCOUNT20CAD,20,NET 30
310997,WEMINDJI COMMUNITY STORE / TAWICH BUSINESS DEVELOPMENT CORP.,12 TAWICH ROAD,,WEMINDJI,QC,J0M 1L0,819-978-3030,,tbdc.ceo@tawich.ca,MICHAEL GEORGEKISH,DUANE GIRARDIN,NOGROUPCAD,0,Post Dated Cheque 30 on receipt
310999,WATERBOYZ / 10164920 MANITOBA INC,PO BOX 746,104 OAK ST,MELITA,MB,R0M 1L0,204-522-3212,,mb10164920@gmail.com,MILAN BHATT,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
311000,REAVIE'S PHARMACY / REAVIE'S PHCY 1978 LTD,BOX 147,,RUSSELL,MB,R0J 1W0,204-773-2244,204-773-3460,reavieph@mymts.net,GEORGETTE BOWLEY,DUANE GIRARDIN,NOGROUPCAD,0,NET 30
311012,WINNIPEG BEACH GENERAL STORE & LAUNDROMAT / FOX & FERN RESORT INC.,41 STITT ST.,PO BOX 250,WINNIPEG BEACH,MB,R0C 3G0,204-651-1066,,winnipegbeachgeneralstore@gmail.com,MARK BARDSLEY,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
311014,ADOWGAMICK ENT,P.O. BOX 163,,SANDY LAKE,ON,P0V 1V0,807-774-1061,807-774-1598,adowgamick@yahoo.ca,PAULINE LINKLATER,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
311017,RONA - MELITA / HARI KRUSHNA MAHARAJ MANITOBA LTD,122 ASH STREET,,MELITA,MB,R0M 1L0,647-916-8588,,hkmltdgroup@gmail.com,BIREN PATEL,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
311031,REDDENS STORE / REDDENS CAMP LTD,4433 HWY 17 E,,LONGBOW LAKE,ON,P0X 1H0,807-548-4066,,reddens.store@gmail.com,SARAH LONGE,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
311035,SNAKLAND INC.,1ST GODDARD AVE,,THE PAS,MB,R9A 1T2,204-623-2661,204-623-1933,snaklandinc@gmail.com,PARITA PATEL,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
311046,LITTLE RAPIDS GENERAL STORE LTD,59 LITTLE RAPIDS RD,,THESSALON,ON,P0R 1L0,705-842-3717,,littlerapidsgs@outlook.com,KATHY MROZ,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
311048,LIQUIDATION NATION KOSLOV / LIQUIDATION NATION INC,86 BROCK STREET,,BARRIE,ON,L4N 5E4,705-791-7381,,ryousof@gmail.com,RYAN YOUSOF,DUANE GIRARDIN,DISCOUNT20CAD,20,Post Dated Cheque 30 on receipt
311100,MEDI-PLACE PHARMACY / 1001298877 ONTARIO INC,146 - 3300 BLOOR ST WEST,,ETOBICOKE,ON,M8X 2W8,416-236-1145,416-236-3899,mannydos62@gmail.com,MANNY DOS SAUTOS,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
311101,CHELTENHAM GENERAL STORE,13694 CHINGUACOUSY ROAD,,CHELTENHAM,ON,L7C 1Z3,905-838-2729,,heatherjudge@cheltenhamstore.com,Heather Judge,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
311133,ONADAMAKAY COMMUNITY STORE,PO BOX 157,,WEAGAMOW LAKE,ON,P0V 2Y0,(807) 469-1487,(807) 469-1414,onastore204@gmail.com,Pamala Beardy,DUANE GIRARDIN,NOGROUPCAD,0,Post Dated Cheque 30 on receipt
311134,EXCLUSIVE LINEN,1835 BLOOR ST #303,,MISSISSAUGA,ON,L4X 1S5,647-239-2396,,carlos722@live.ca,CARLOS LOURENCO,DUANE GIRARDIN,NOGROUPCAD,0,Pre-Auth Card
311137,DOLLAR NORTH INCORPORATED,125 FATHER TOBIN ROAD,,BRAMPTON,ON,L6R 0W9,(437) 772-6462,,"	kirangill231@gmail.com",Kiran Gill,DUANE GIRARDIN,DISCOUNT18CAD,18,Pre-Auth Card
311145,MANIKIN CENTER ,1005 KAWAWA ROAD,BUREAU 101,KAWAWACHIKAMACH,QC,G0G 2Z0,(418) 585-3660,,rtallon@naskapi.com,Richard Tallon,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
600248,BUCKS DOLLAR STORE,K & L DISCOUNT SALES INC,320 3rd AVENUE SOUTH,KAMSACK,SK,S0A 1S0,306-542-3116,306-542-3116,lilkor@sasktel.net,LILLIAN KOROLUK,DUANE GIRARDIN,DISCOUNT20CAD,20,CREDIT CARD
603149,HOME HARDWARE CENTRE-INUVIK,ARCTIC RIM DISTRIBUTORS,"75 FRANKLIN RD, BOX 2280",INUVIK,NT,X0E 0T0,867-777-2566,867-777-3076,jlavoie.arcticrim@northwestel.net,JOE LAVOIE,DUANE GIRARDIN,NOGROUPCAD,0,Pre-Auth Card
603172,HOME HARDWARE - TUMBLER RIDGE,675773 B.C. LTD.,"128 COMMERCIAL PARK, BOX 2069",TUMBLER RIDGE,BC,V0C 2W0,250-242-4338,250-242-5457,dean.turner@homehardware.ca,DEAN TURNER,DUANE GIRARDIN,DISCOUNT20CAD,20,Pre-Auth Card
603464,SUTHERLAND'S DRUGS / 5804 NWT LTD.,4910 50TH AVENUE,,YELLOWKNIFE,NT,X1A 2N5,867-873-5270,867-920-4655,frontstoremanager@sutherlandsdrugs.ca,Monique,DUANE GIRARDIN,NOGROUPCAD,0,CREDIT CARD
603673,SHOPPING UNLIMITED INC.,"812 ADELA DE LA TRAIL, BOX 856",,WATSON LAKE,YT,Y0A 1C0,867-536-2721,,shoppingunlimited18@gmail.com,Erin,DUANE GIRARDIN,NOGROUPCAD,0,Pre-Auth Card
604275,ROCANVILLE PHARMACY/LEGACY PHARMACIES,110 ELLICE STREET,BOX 123,ROCANVILLE,SK,S0A 3L0,306-645-2633,306-645-2175,pc7128fs@legacypharmacies.com,Jenna,DUANE GIRARDIN,NOGROUPCAD,0,NET 30
604456,DAWSON HARDWARE,1083 SECOND AVE,P.O. BOX 1569,DAWSON CITY,YT,Y0B 1G0,867-993-5433,,dawsonhomehardware@outlook.com,Tina Green,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
604476,LEADER HARDWARE,102040198 SASKATCHEWAN LTD,"109 - 1ST AVENUE WEST, PO BOX 816",LEADER,SK,S0N 1H0,306-628-3970,,navjot.hardware@gmail.com,NAVJOT SINGH,DUANE GIRARDIN,DISCOUNT10CAD,10,ADVANCE PAYMENT
604495,PHARMASAVE BALCARRES,130 MAIN STREET,,BALCARRES,SK,S0G 0C0,306-334-2424,306-334-2539,ps447fs@legacypharmacies.com,DONNA SINCLAIR,DUANE GIRARDIN,NOGROUPCAD,0,NET 30
604521,ACE HARDWARE AIR RONGE,1020684332 SK LTD,322 HUSKY AVE,AIR RONGE,SK,S0J 3G0,306-425-4044,,ahairronge@gmail.com,Milay,DUANE GIRARDIN,DISCOUNT10CAD,10,Pre-Auth Card
604559,BOUTIQUE NORTH LTD,335 HUSKY AVE,BOX 9,AIR RONGE,SK,S0J 3G0,(306) 425-7639,,boutiquenorth01@hotmail.com,LISA CHARTIER,DUANE GIRARDIN,DISCOUNT10CAD,10,ADVANCE PAYMENT
604601,HALL LAKE GAS BAR / KEETHANOW GROUP OF BUSINESSES,PO BOX 1170,,LA RONGE,SK,S0J 1L0,306-425-5166,306-425-3416,eldon.morin@keethanowgroup.ca,ELDON MORIN,DUANE GIRARDIN,DISCOUNT15CAD,15,NET 30
604602,KEETHANOW LIQUIDATION STORE / KEETHANOW GROUP OF BUSINESSES,PO BOX 1170,,LA RONGE,SK,S0J 1L0,306-425-2082,306-425-3416,teri.mckenzie@keethanowgroup.ca,TERI MCKENZIE,DUANE GIRARDIN,DISCOUNT15CAD,15,NET 30
604603,KEETHANOW GAS BAR / KEETHANOW GROUP OF BUSINESSES,PO BOX 1170,,LA RONGE,SK,S0J 1L0,306-425-5006,306-425-3416,jon.vancoughnett@keethanowgroup.ca,JON VANCOUGHNETT,DUANE GIRARDIN,DISCOUNT15CAD,15,NET 30
604604,KEETHANOW FOOD SUPERMARKET / KEETHANOW GROUP OF BUSINESSES,PO BOX 1170,,LA RONGE,SK,S0J 1L0,306-425-5666,306-425-3416,owen.bird@keethanowgroup.ca,Owen Bird,DUANE GIRARDIN,DISCOUNT15CAD,15,NET 30
604605,KEETHANOW LUMBER & FURNITURE / KEETHANOW GROUP OF BUSINESSES,PO BOX 1170,,LA RONGE,SK,S0J 1L0,306-425-8000,306-425-3416,don.bernatchez@keethanowgroup.ca,DON BERNATCHEZ,DUANE GIRARDIN,DISCOUNT15CAD,15,NET 30
604606,SUCKER RIVER GAS BAR / KEETHANOW GROUP OF BUSINESSES/SRCS,PO BOX 1170,,LA RONGE,SK,S0J 1L0,306-425-4012,306-425-3416,eileen.roberts@keethanowgroup.ca,EILEEN ROBERTS,DUANE GIRARDIN,DISCOUNT15CAD,15,NET 30
604607,KEETHANOW CORNER STORE / KEETHANOW GROUP OF BUSINESSES,PO BOX 1170,,LA RONGE,SK,S0J 1L0,306-425-5305,306-425-3416,marvin.ballantyne@keethanowgroup.ca,BRITANY HALKETT,DUANE GIRARDIN,DISCOUNT15CAD,15,NET 30
604631,STURGEON LAKE STORE & GAS,#1 ECONOMIC LANE,,STURGEON LAKE,SK,S0J 2E1,306-764-1222,306-764-5838,sturgeonlakefinefoods@sasktel.net,MELISSA THUNDERCHILD & Robert Ermine,DUANE GIRARDIN,NOGROUPCAD,0,NET 30
604640,STANLEY MISSION GENERAL STORE / GADHIYA ENTERPRICES LTD,925 SETTEE ST STANLEY MISSION,,STANLEY MISSION,SK,S0J 1L0,306-420-4353,,chheta.chetan89@gmail.com,CHETAN PATEL,DUANE GIRARDIN,NOGROUPCAD,0,ADVANCE PAYMENT
604646,HATCHET LAKE BAND STORE / HATCHET LAKE ECONOMIC DEVELOPMENT LIMITED PARTNERSHIP,PO BOX 209,,WOLLASTON LAKE,SK,SJ 3C0,306-633-2210,306-633-2268,hlbs.dave@gmail.com,DAVE GREEN,DUANE GIRARDIN,NOGROUPCAD,0,Post Dated Cheque 30 on receipt
604672,MCMYNN BUILDING CENTRE / C.G. MCMYNN LTD,SEXTON GROUP LTD,1345 KENASTON BLVD,WINNIPEG,MB,R3P 2P2,250-442-9501,,gail_mcmynnhdwe@shaw.ca,GAIL BRYAN,DUANE GIRARDIN,DISCOUNT10CAD,10,NET 30
604852,AMACHEWESPIMAWIN COOP,10 HUNT STREET,BOX 250,STANLEY MISSION,SK,S0J 2P0,306 635 2020,306 635 2070,joegraves@amach.ca,Joe Graves,DUANE GIRARDIN,DISCOUNT10CAD,10,Pre-Auth Card
0DG,DUANE GIRARDIN,123 Great Gulf Drive,,Concord,ON,L6A 2S7,905-761-3330,,dgirardin@ctgbrands.com,,DUANE GIRARDIN,,0,ADVANCE PAYMENT
DOLCLU,DOLLAR CLUB,875 ST. CLAIR AVENUE WEST,,TORONTO,ON,M6C 1C4,416-651-4400,416-651-4400,premjagga@hotmail.com,PREM JAGGA,DUANE GIRARDIN,DISCOUNT24CAD,24,Post Dated Cheque 30 on receipt
